location,Company,Model,ModelType,Year,Kms,Fuel,Transmission,Color,No_of_owner,RTO,Insurance,Price
"Adarsh Vihar, Herbertpur, Uttaranchal",Maruti Suzuki,Alto 800,2012-2016 LXI,2006,"43,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,20,000"
"Teliwala, Piran Kaliyar, Uttaranchal",Maruti Suzuki,Swift,VXI,2007,"100,000 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 1,70,000"
"Shahpur, Bhagwanpur, Uttaranchal",Maruti Suzuki,Swift,2011-2014 Star LDI,2011,"100,000 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 2,60,000"
"Parvati Vihar, Dehradun, Uttaranchal",Honda,City,2014-2015 i VTEC CVT VX,2015,"34,500 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 8,00,000"
"Pnb Enclave, Dehradun, Uttaranchal",Honda,City ZX,GXi,2008,"135,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,80,000"
"Patthribagh, Dehradun, Uttaranchal",Maruti Suzuki,Alto K10,VXI AMT,2015,"27,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 3,60,000"
"Dallanwala, Dehradun, Uttaranchal",Toyota,Etios Liva,2013-2014 GD,2013,"81,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,40,000"
"Shrawannath Nagar, Haridwar, Uttaranchal",Toyota,Innova,2.5 G (Diesel) 7 Seater BS-IV,2015,"145,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,90,000"
"Subhash Nagar, Haridwar, Uttaranchal",Mahindra,Bolero Power Plus,SLE,2018,"49,909 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 6,30,000"
"Vishavkarma Chowk, Paonta Sahib, Himachal Pradesh",Chevrolet,Beat,PS,2011,"65,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,00,000"
"Salempur Mahdood, SIDCUL Haridwar, Uttaranchal",Maruti Suzuki,Swift Dzire,ZDI,2019,"15,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,00,000"
"Subhash Nagar, Haridwar, Uttaranchal",Maruti Suzuki,Omni,Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2015,"38,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,80,000"
"Patel Nagar, Dehradun, Uttaranchal",Jeep,Compass,2.0 Limited Plus,2018,"19,000 km",Diesel,Manual,White,1st,UK,Not Available,"₹ 19,00,000"
"Mahadev Vihar, Dehradun, Uttaranchal",Honda,Jazz,1.5 SV i DTEC,2016,"63,000 km",Diesel,Manual,White,1st,UK,Not Available,"₹ 4,95,000"
"Purvi Patel Nagar, Dehradun, Uttaranchal",Volkswagen,Vento,1.6 Trendline,2013,"42,000 km",Diesel,Manual,White,1st,UK,No Insurance,"₹ 4,10,000"
"Barrage Colony, Rishikesh, Uttaranchal",Hyundai,Grand i10 Nios,Sportz,2020,"12,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,45,000"
"Valmiki Colony, Behat, Uttar Pradesh",Ford,Fiesta,2004-2010 1.6 Duratec S,2006,"116,791 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 58,000"
"Vishavkarma Chowk, Paonta Sahib, Himachal Pradesh",Maruti Suzuki,Celerio,2014-2017 ZXI,2014,"39,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,80,000"
"Shamsherpur, Paonta Sahib, Himachal Pradesh",Maruti Suzuki,800,AC,2003,"30,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 40,000"
"Shahpur, Bhagwanpur, Uttaranchal",Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2007,"75,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 90,000"
"Pathan Pura, Manglaur, Uttaranchal",Mahindra,Scorpio,S10 AT 2WD,2015,"75,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 9,25,000"
"Bhuppur, Paonta Sahib, Himachal Pradesh",Maruti Suzuki,Swift Dzire,VXI 1.2,2015,"90,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,70,000"
"Qureshyaan Colony, Vikasnagar, Uttaranchal",Maruti Suzuki,Zen,LXI,2006,"70,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,00,000"
"Chaudahbigha, Rishikesh, Uttaranchal",Ford,Ecosport,1.5 Diesel Ambiente,2016,"84,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,95,000"
"Bhaniyawala, Doiwala, Uttaranchal",Maruti Suzuki,Wagon R 1.0,1.0 VXi,2015,"85,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,00,000"
"Ordnance Estate, Dehradun, Uttaranchal",Tata,Manza,Aura (ABS) Quadrajet BS IV,2010,"68,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,55,000"
"Defence Colony, Dehradun, Uttaranchal",Hyundai,Xcent,S 1.2,2019,"21,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,23,500"
"Missar Wala Kala, Doiwala, Uttaranchal",Mahindra,Xylo,2009-2011 E4 BS IV,2011,"48,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 2,40,000"
"Adarsh Nagar, Dehradun, Uttaranchal",Mahindra,XUV500,2011-2015 W8-2WD,2013,"68,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,10,000"
"Shivalik Nagar, SIDCUL Haridwar, Uttaranchal",Maruti Suzuki,Wagon R,1999-2006 LX,2005,"86,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"Shastri Nagar, Rishikesh, Uttaranchal",Maruti Suzuki,Ritz,VDI (ABS) BS-IV,2012,"56,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,60,000"
"Subhkhera, Paonta Sahib, Himachal Pradesh",Maruti Suzuki,Swift,VDI BS IV,2015,"82,300 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 4,70,000"
"Purvi Patel Nagar, Dehradun, Uttaranchal",Mahindra,Scorpio,2002-2013 2.6 DX,2013,"51,000 km",Diesel,Manual,White,1st,UK,Third Party,"₹ 4,80,000"
"Purvi Patel Nagar, Dehradun, Uttaranchal",Hyundai,i20,Asta Option,2018,"11,500 km",Petrol,Manual,Champagne,1st,UK,Zero Dep,"₹ 6,95,000"
"Race Course, Dehradun, Uttaranchal",Maruti Suzuki,Ciaz,2014-2017 ZDi,2015,"74,000 km",Diesel,Manual,White,2nd,UK,Comprehensive,"₹ 5,20,000"
"Kishanpur, Paonta Sahib, Himachal Pradesh",Maruti Suzuki,Alto,2005-2010 LX BSIII,2010,"9,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,45,000"
"Sham Vihar Phase 1, Haridwar, Uttaranchal",Hyundai,i20,1.2 Spotz,2011,"68,000 km",Petrol,Manual,White,2nd,UK,Third Party,"₹ 2,60,000"
"Jagjeetpur, Haridwar, Uttaranchal",Fiat,Linea Classic,Plus 1.3 Multijet,2014,"52,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,65,000"
"Jagieetpur, Haridwar, Uttaranchal",Volkswagen,Vento,1.6 Trendline,2016,"65,000 km",Petrol,Manual,White,2nd,UK,Comprehensive,"₹ 3,90,000"
"Keshav Vihar, Dehradun, Uttaranchal",Maruti Suzuki,Omni,LPG BS-IV,2006,"80,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 60,500"
"Uniyal Gaon, Chamba, Uttaranchal",Mahindra,Bolero,2001-2010 DI DX 7 Seater,2012,"71,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,40,000"
"Nehru Colony, Dehradun, Uttaranchal",Volkswagen,Jetta,Highline TDI,2011,"80,900 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,30,000"
"Purvi Patel Nagar, Dehradun, Uttaranchal",Toyota,Innova,2.5 G (Diesel) 7-Seater,2015,"200,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 9,10,000"
"Shimla Bypass Road, Dehradun, Uttaranchal",Maruti Suzuki,SX4,ZDI Leather,2011,"72,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,70,000"
"Jhanda Mohalla, Dehradun, Uttaranchal",Toyota,Fortuner,3.0 Ltd,2014,"63,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 15,50,000"
"National Institute of Visually Handicapped, Dehradun, Uttaranchal",Honda,Amaze,2013-2016 E i-Dtech,2013,"122,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,00,000"
"Tagore Colony, Dehradun, Uttaranchal",Force Motors,Others,Others,2009,"10,000 km",Diesel,Manual,Grey,1st,UK,Comprehensive,"₹ 8,00,000"
"Doon IT Park, Dehradun, Uttaranchal",Volkswagen,Polo GTI,Polo GTI,2019,"9,700 km",Petrol,Automatic,Red,1st,UK,Comprehensive,"₹ 8,90,000"
"Shahpur, Bhagwanpur, Uttaranchal",Hyundai,Santro Xing,XL,2006,"70,000 km",Petrol,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 90,000"
"Majra, Dehradun, Uttaranchal",Hyundai,Santro Xing,Not Available,2007,"45,000 km",Petrol,Manual,Gold,Not Available,UK,No Insurance,"₹ 1,30,000"
"Majra, Dehradun, Uttaranchal",Hyundai,Santro Xing,Not Available,2006,"58,769 km",Petrol,Manual,Black,Not Available,UK,Comprehensive,"₹ 1,15,000"
"Ranipur, Haridwar, Uttaranchal",Tata,Hexa,XTA,2017,"46,000 km",Diesel,Automatic,Grey,1st,UK,No Insurance,"₹ 13,50,000"
