location,Company,Model,ModelType,Year,Kms,Fuel,Transmission,Color,No_of_owner,RTO,Insurance,Price
"Banamali Part 1, Karimganj, Assam",Force Motors,Force One,LX ABS 7 STR,2011,"98,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,90,000"
"Simaluguri, Nazira, Assam",Hyundai,i10,Sportz,2010,"66,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 2,60,000"
"Dakhin Tokererchora Part2, Golokganj, Assam",Chevrolet,Sail,1.2 LS,2015,57 km,Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 2,30,000"
"Auria Gaon, Titabor Town, Assam",Tata,Indica E V2,Others,2009,"75,000 km",Diesel,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 40,000"
"Kaliapani Vill N C, Doom Dooma, Assam",Mahindra,Bolero,SLX BS IV,2014,"75,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 4,95,000"
"Narsing Gaon, Tinsukia, Assam",Mahindra,XUV500,W8 2WD,2012,"96,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,00,000"
"Six Mile, Guwahati, Assam",Maruti Suzuki,Alto K10,VXI,2016,"32,000 km",Petrol,Manual,Grey,1st,AS,Zero Dep,"₹ 3,00,000"
"Gohain Handique, Nazira, Assam",Maruti Suzuki,Alto,2000-2005 LX,2005,"61,189 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,15,000"
"Shantipara, Dibrugarh, Assam",Hyundai,Verna,2011-2014 1.6 CRDI,2012,"77,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,50,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Hatigaon, Guwahati, Assam",Hyundai,i20,1.2 Spotz,2017,"20,000 km",Petrol,Manual,White,1st,AS,Comprehensive,"₹ 5,75,000"
"Hatigaon, Guwahati, Assam",Hyundai,Xcent,1.2 VTVT SX Option,2016,"53,000 km",Petrol,Manual,Blue,1st,AS,Comprehensive,"₹ 4,55,000"
"Kalioni, Numaligarh Refinery Township, Assam",Tata,Tiago,XZ,2019,"35,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,50,000"
"Dulia Gaon, Jorhat, Assam",Maruti Suzuki,800,Std,2000,"36,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 57,000"
"Patni, Niz Hajo, Assam",Tata,Indica Vista,2008-2013 TDI LX,2011,"65,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 98,000"
"Banamali Part 1, Karimganj, Assam",Maruti Suzuki,Alto 800,LXI,2015,"55,000 km",Petrol,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 2,50,000"
"Dhirenpara, Guwahati, Assam",Renault,KWID,RXT Optional,2016,"71,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,60,000"
"Dobokanala, Doboka, Assam",Maruti Suzuki,Alto K10,VXI,2011,"67,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,00,000"
"Doboka Pather, Doboka, Assam",Tata,Sumo Victa,LX,2006,"110,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,35,000"
"Naliapool, Dibrugarh, Assam",Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2012,"160,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,00,000"
"Likiri Para, Lakhipur Goalpara District, Assam",Maruti Suzuki,Wagon R 1.0,1.0 VXi,2019,"46,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,90,000"
"Kali Bari Rajah Chahar, Tezpur, Assam",Maruti Suzuki,Swift,VXI,2014,"73,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,20,000"
"Railway Colony, Tinsukia, Assam",Hyundai,i10,2007-2010 Era 1.1,2009,"91,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,80,000"
"Khowang, Moranhat, Assam",Maruti Suzuki,Omni,8 Seater BSII,2006,"62,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 95,000"
"Jalukbari, Guwahati, Assam",Maruti Suzuki,Swift Dzire,VXI,2016,"55,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,00,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Sonari Grant, Sonari, Assam",Tata,Sumo,Others,2002,"200,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 95,000"
"Railway Colony, Tinsukia, Assam",Maruti Suzuki,Wagon R,LXI,2007,"60,183 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,80,000"
"Bangaljhora, Bijni, Assam",Mahindra,Others,Others,2017,"78,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,20,000"
"Hatigaon, Guwahati, Assam",Hyundai,i20,2010-2012 1.2 Magna,2011,"65,000 km",Petrol,Manual,White,1st,AS,Comprehensive,"₹ 2,65,000"
"Dhakota, Jorhat, Assam",Toyota,Innova,2.5 V 7 STR,2011,"103,000 km",Diesel,Manual,Grey,1st,AS,Comprehensive,"₹ 6,50,000"
"Vartak Enclave, Tezpur, Assam",Maruti Suzuki,Alto 800,LXI,2015,"32,000 km",Petrol,Manual,Grey,1st,AS,Comprehensive,"₹ 2,80,000"
"Doloi Gaon, Rangia, Assam",Tata,Others,Others,2017,"59,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,50,000"
"Gohpur, Assam, India",Maruti Suzuki,Swift,2004-2010 VXI with ABS,2008,"100,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,70,000"
"Buribali Part 3, Hindustan Paper Corporation Ltd Township Panchgram, Assam",Maruti Suzuki,Others,Others,2010,"90,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,45,000"
"Silapathar, Assam, India",Chevrolet,Aveo,Others,2017,"56,000 km",Petrol,Automatic,Not Available,3rd,Not Available,Not Available,"₹ 1,20,000"
"Boladmari, Goalpara, Assam",Mahindra,Others,Others,2012,"100,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,50,000"
"Gandhi Chowk, Doom Dooma, Assam",Tata,Others,Others,2012,"70,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,50,000"
"Khanapara, Guwahati, Assam",Maruti Suzuki,800,AC BSIII,2008,"30,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,65,000"
"Dhakota, Jorhat, Assam",Maruti Suzuki,800,Std BSII,2000,"45,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 39,000"
"Bali Chapari, Tezpur, Assam",Hyundai,EON,Magna +,2014,"17,120 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,25,000"
"Parakuchi, Sanpara, Assam",Tata,Indica V2,DL BSIII,2005,"31,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 60,000"
"Silpukhuri, Guwahati, Assam",Ford,Ikon,1.6 Nxt,2002,"78,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,01,200"
"Demow Pathar, Sibsagar, Assam",Maruti Suzuki,Wagon R 1.0,1.0 LXi,2006,"72,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,10,000"
"Garchuk, Guwahati, Assam",Mahindra,Thar,Not Available,2018,"35,306 km",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 7,80,000"
"Auniati Kheraj, Dhing, Assam",Maruti Suzuki,Alto K10,VXI,2017,"33,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,60,000"
"Abhoijan TE, Numaligarh Refinery Township, Assam",Hyundai,EON,1.0 Magna Plus Option O,2013,"62,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,00,000"
"Khanapara, Guwahati, Assam",Maruti Suzuki,800,Std BSII,2000,"80,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 89,000"
"Haibargaon, Nagaon, Assam",Nissan,Micra Active,XL Petrol,2020,17 km,Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,00,000"
"Jhalukpara, Dibrugarh, Assam",Chevrolet,Aveo,Not Available,2010,101 km,Petrol,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 1,45,000"
"Vartak Enclave, Tezpur, Assam",Hyundai,Grand i10,2013-2016 Sportz,2013,"47,000 km",Petrol,Manual,Red,1st,AS,Comprehensive,"₹ 3,50,000"
"Hatigaon, Guwahati, Assam",Hyundai,Elite i20,Sportz 1.2,2017,"20,000 km",Petrol,Manual,White,1st,AS,Comprehensive,"₹ 5,65,000"
"Forest Colony, Diphu, Assam",Maruti Suzuki,Zen Estilo,1.1 LXI BSIII,2010,"57,706 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,80,000"
"Bhalukdubi, Goalpara, Assam",Hyundai,Grand i10 Nios,Sportz,2020,"23,754 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,80,000"
"Jum Part 5, Badarpur Rly Town, Assam",Maruti Suzuki,Alto K10,2010-2014 2010-2014 VXI,2014,"80,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 2,50,000"
"Chandmari, Guwahati, Assam",Maruti Suzuki,Swift,Others,2021,0 km,Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,92,462"
"Borkula, Duliajan No 1, Assam",Chevrolet,Corvette,Others,2012,"30,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,60,000"
"Domar Dolong Gaon, Moranhat, Assam",Mahindra,Bolero Pik-Up,CBC 1.7T,2020,"21,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,00,000"
"Garchuk, Guwahati, Assam",Maruti Suzuki,Vitara Brezza,Not Available,2016,"91,104 km",Not Available,Manual,Not Available,Not Available,Not Available,Not Available,"₹ 6,45,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Naohalia No 3, Duliajan, Assam",Honda,BR-V,i-VTEC V MT,2016,"35,992 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 10,00,000"
"Niz Doboka, Doboka, Assam",Maruti Suzuki,Alto 800,2012-2016 VXI,2015,"60,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,00,000"
"Classic Enclave, Guwahati, Assam",Hyundai,i20,1.4 Magna Executive,2019,"24,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,50,000"
"Selengi, Golaghat, Assam",Maruti Suzuki,800,AC BSIII,2000,"75,022 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 75,000"
"Saikia Chuburi Dekar Gaon, Tezpur, Assam",Maruti Suzuki,Omni,8 Seater BSIV,2016,"90,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,30,000"
"Dhula Chuburi, Udalguri, Assam",Tata,Others,Others,2015,"55,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 70,000"
"Chalantapara Part 3, Chalantapara Pt IV, Assam",Hyundai,EON,Magna +,2015,"90,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 2,25,000"
"Kala Bhanga, Barpeta Road, Assam",Hyundai,EON,1.0 Era Plus,2012,"68,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,45,000"
"Mirza, Kochpara, Assam",Maruti Suzuki,Swift Dzire Tour,Others,2016,"132,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 3,25,000"
"Vartak Enclave, Tezpur, Assam",Honda,Amaze,1.5 SMT I DTEC,2014,"65,000 km",Diesel,Manual,Blue,1st,AS,Comprehensive,"₹ 3,35,000"
"Hengerabari, Guwahati, Assam",Maruti Suzuki,Zen Estilo,LXI BS IV,2007,"59,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,28,000"
"Dhakota, Jorhat, Assam",Hyundai,i10,1.2 Kappa SPORTZ,2014,"39,476 km",Petrol,Manual,White,1st,AS,Zero Dep,"₹ 2,80,000"
"No 2 Sarucharai Gharfalia, Jorhat, Assam",Chevrolet,Aveo,1.4,2007,"67,098 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,70,000"
"Amolapatti, Dibrugarh, Assam",Mahindra,Supro,Others,2021,120 km,Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,70,000"
"Khowang, Moranhat, Assam",Renault,Duster,110PS Diesel RxL AMT,2014,"65,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,30,000"
"Buribali Part 3, Hindustan Paper Corporation Ltd Township Panchgram, Assam",Maruti Suzuki,Swift Dzire,Vdi BSIV,2012,"45,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 3,00,000"
"Banamali Part 1, Karimganj, Assam",Volkswagen,Polo,1.5 TDI Highline Plus,2012,"47,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,50,000"
"Luthuri Chetia, Sibsagar, Assam",Tata,Nano,2012-2015 Twist XT,2015,90 km,Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 95,000"
"Hatigaon, Guwahati, Assam",Hyundai,i20,1.4 Asta,2013,"69,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,65,000"
"Geetanagar, Guwahati, Assam",Maruti Suzuki,Baleno,1.2 CVT Delta,2018,"7,300 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 6,50,000"
"Ambari, Guwahati, Assam",Hyundai,Santro,LS zipPlus,2003,"74,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,25,000"
"Chandmari, Guwahati, Assam",Ford,Figo,2012-2015 Diesel LXI,2014,"129,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,50,000"
"Banmukh Chutia, Sibsagar, Assam",Hyundai,EON,Magna +,2018,"33,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,95,000"
"Doboka Pather, Doboka, Assam",Maruti Suzuki,800,Others,2004,"6,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"Bori Gaon, Jorhat, Assam",Maruti Suzuki,Estilo,LXI,2010,"78,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,50,000"
"Bahbari Gaon, Tinsukia, Assam",Tata,Hexa,XM,2019,"33,100 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 13,00,000"
"Khumtai Gaon, Moranhat, Assam",Chevrolet,Sail,LS ABS,2015,"80,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,70,000"
"Khanapara, Guwahati, Assam",Tata,Sumo Gold,Gold LX BSIII,2013,"370,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,70,000"
"Kachujan Gaon, Tinsukia, Assam",Hyundai,EON,Magna +,2014,"48,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,00,000"
"Illubari, Guwahati, Assam",Mahindra,Logan,Diesel 1.5 DLS,2008,"51,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 95,000"
"Hatigaon, Guwahati, Assam",Mahindra,XUV500,W11 Option,2020,"22,000 km",Diesel,Manual,Other,1st,AS,Comprehensive,"₹ 16,95,000"
"Vartak Enclave, Tezpur, Assam",Hyundai,i20 Active,Others,2016,"48,000 km",Petrol,Manual,White,1st,AS,Comprehensive,"₹ 5,50,000"
"Ambari, Guwahati, Assam",Maruti Suzuki,Wagon R,LXI,2013,"50,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,75,000"
"Fakial Gaon No 2, Margherita, Assam",Maruti Suzuki,800,Others,2002,"74,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 90,000"
"Railway Colony, Tinsukia, Assam",Hyundai,EON,Era,2012,"155,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,55,000"
"Meherpur Beltala, Silchar, Assam",Hyundai,i10,1.1L iRDE ERA Special Edition,2012,"52,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,30,000"
"Bijoypur Namoni, Jonai Bazar, Assam",Hyundai,Santro,LP zipPlus,2007,0 km,Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 90,000"
"Sankar Dev Nagar, Pub Dhaniram Pather, Assam",Chevrolet,Beat,2010-2013 Diesel LS,2012,"70,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,30,000"
"Beltola, Guwahati, Assam",Maruti Suzuki,Swift,2018 VXI,2018,"33,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,80,000"
"Bhangagarh, Guwahati, Assam",Maruti Suzuki,Wagon R,1999-2006 LXI BSIII,2005,"65,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,35,000"
"Baisistha Nagar, Guwahati, Assam",Tata,Indigo CS,CS GLE,2011,"52,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 88,500"
"Patni, Niz Hajo, Assam",Tata,Indica V2,DLS BSIII,2006,"85,622 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 50,000"
"Moriani Grant, Mariani, Assam",Mahindra,Bolero,SLX,2012,"67,588 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,62,000"
"Kahilpara, Guwahati, Assam",Renault,Duster,110PS Diesel RxL,2015,"80,000 km",CNG & Hybrids,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,60,000"
"Jayanagar, Duliajan, Assam",Maruti Suzuki,Wagon R,2006-2010 VXI Minor ABS,2009,"79,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,90,000"
"Laal Ganesh, Guwahati, Assam",Maruti Suzuki,Omni,E MPI STD BSIV,2017,"58,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,95,000"
"Resham Nagar, Guwahati, Assam",Chevrolet,Aveo,1.4 LT,2010,"102,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,20,000"
"Sundarbari, Guwahati, Assam",Maruti Suzuki,Alto 800,2012-2016 LX Optional,2016,"96,852 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,65,000"
"Borhai Chuburi, Tezpur, Assam",Maruti Suzuki,Vitara Brezza,ZDi Plus,2020,"19,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 9,80,000"
"Hatigaon, Guwahati, Assam",Hyundai,Venue,SX Opt Turbo,2020,"8,700 km",Petrol,Manual,Silver,1st,AS,Comprehensive,"₹ 10,60,000"
"Dhakota, Jorhat, Assam",Maruti Suzuki,Omni,BSIII 8-STR W/ IMMOBILISER,2018,"15,300 km",Petrol,Manual,Blue,1st,AS,Comprehensive,"₹ 3,05,000"
"Vartak Enclave, Tezpur, Assam",Hyundai,i10,Sportz,2018,"37,000 km",Petrol,Manual,White,1st,AS,Comprehensive,"₹ 4,80,000"
"Hidi Bonglong, Howraghat, Assam",Other Brands,Others,Not Available,2021,500 km,Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,40,000"
"Vophong Tokbi, Dokmoka, Assam",Maruti Suzuki,Swift,2004-2010 VDI BSIV,2007,"45,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,90,000"
"Borbari, Guwahati, Assam",Mahindra,Scorpio,2002-2013 VLX,2013,"120,000 km",Petrol,Manual,White,1st,AS,Zero Dep,"₹ 6,25,000"
"Ambica Patty, Silchar, Assam",Maruti Suzuki,Ciaz,1.3 Alpha,2019,"4,700 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 8,80,000"
"Borkula, Duliajan No 1, Assam",Mahindra,Others,Others,2015,"786,602 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 3,50,000"
"Adabari, Guwahati, Assam",Maruti Suzuki,Ignis,1.2 Delta,2017,"76,014 km",Petrol,Manual,Blue,1st,AS,Comprehensive,"₹ 4,50,000"
"Udmari, Doboka, Assam",Ford,Ecosport,1.5 Diesel Titanium,2016,"65,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 5,50,000"
"Gare Hagi, Biswanath Chariali, Assam",Maruti Suzuki,Ertiga,2012-2015 VDI,2013,"117,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,00,000"
"Jalukbari, Guwahati, Assam",Mahindra,Scorpio,2002-2013 2.6 SLX CRDe,2012,"70,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,50,000"
"Lituma, Guwahati, Assam",Maruti Suzuki,Ritz,LDi,2014,"45,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,95,000"
"Dalgaon Town, Dalgaon, Assam",Hyundai,Santro Xing,XG,2003,"52,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 89,000"
"Hatigaon, Guwahati, Assam",Ford,Ecosport,1.5 TDCi Titanium,2018,"90,000 km",Diesel,Manual,Silver,1st,AS,Comprehensive,"₹ 7,55,000"
"Uttar Bidyanagar, Hojai, Assam",Maruti Suzuki,Swift,2004-2010 Vdi BSIII,2008,"85,700 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,75,000"
"Bandardewa IID, Assam, India",Tata,Safari,4x4 EX DICOR BS-III,2007,"118,905 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 2,10,000"
"Sialmari, Bijni, Assam",Maruti Suzuki,Alto 800,Base,2013,"51,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,35,000"
"Geetanagar, Guwahati, Assam",Tata,Xenon XT,EX 4X2,2016,"60,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,10,000"
"Tapan Nagar, Golaghat, Assam",Bajaj,Others,Others,2018,"37,588 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 85,000"
"Vartak Enclave, Tezpur, Assam",Hyundai,Santro,Others,2007,"8,600 km",Petrol,Manual,Silver,1st,AS,Comprehensive,"₹ 1,40,000"
"Vartak Enclave, Tezpur, Assam",Maruti Suzuki,Alto 800,LX,2010,"65,000 km",Petrol,Manual,Silver,1st,AS,Comprehensive,"₹ 1,75,000"
"Dhakota, Jorhat, Assam",Maruti Suzuki,Eeco,Smiles 7 Seater Standard,2016,"44,500 km",Petrol,Manual,Silver,1st,AS,Comprehensive,"₹ 3,40,000"
"Amolapatty, Nagaon, Assam",Chevrolet,Aveo,1.6 LT with ABS,2006,"106,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,30,000"
"Accounts And Medical Colony, Lumding, Assam",Chevrolet,Optra,1.6,2007,"75,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,00,000"
"Sonapur, Changsari, Assam",Hyundai,i20 Active,SX Dual Tone Diesel,2015,"90,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,40,000"
"Dewri Gaon, Nagaon, Assam",Maruti Suzuki,Alto 800,LX,2006,"52,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,95,000"
"Rangauti Part 2, Hailakandi, Assam",Maruti Suzuki,Alto,2005-2010 LXi BSIII,2010,"85,000 km",Petrol,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,25,000"
"Banamali Part 1, Karimganj, Assam",Maruti Suzuki,Wagon R,1999-2006 LXI,2012,"43,000 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 3,20,000"
"Dakhin Sonari Habi, Sonari, Assam",Toyota,Etios Liva,TRD Sportivo Diesel Ltd,2013,"58,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,00,000"
"Katirail TE, Assam, India",Tata,Others,Others,2015,"800,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 2,20,000"
"Dona Kuchi, Barpeta, Assam",Maruti Suzuki,800,Uniq,2004,"80,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,20,000"
"Dakshingaon, Guwahati, Assam",Hyundai,Santro,LS zipPlus,2004,"110,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 80,000"
"Sahib Tila, Guwahati, Assam",Maruti Suzuki,Gypsy,1996-2000 King Soft Top,1995,"68,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,15,000"
"Janapath, Guwahati, Assam",Ford,Figo,1.2P Ambiente ABS MT,2014,"77,000 km",Diesel,Manual,Blue,1st,AS,Comprehensive,"₹ 1,55,000"
"Borbari, Guwahati, Assam",Hyundai,i10,Sportz,2013,"51,325 km",Petrol,Manual,Not Available,1st,AS,Comprehensive,"₹ 2,70,000"
"Bhangagarh, Guwahati, Assam",Datsun,GO,Others,2015,"78,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,30,000"
"Duncan Basti, Diphu, Assam",Mahindra,Bolero,ZLX,2014,"76,196 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,80,000"
"Hatigaon, Guwahati, Assam",Maruti Suzuki,Swift Dzire,VXI,2018,"38,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,70,000"
"Dichoinagar, Naubaisa Gaon, Assam",Tata,Safari,Dicor EX 4X2,2008,"130,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,70,000"
"Dhakota, Jorhat, Assam",Mahindra,Thar,CRDE 4X4 BS IV,2017,"33,450 km",Diesel,Manual,Red,1st,AS,Comprehensive,"₹ 7,50,000"
"Polo Field, Tezpur, Assam",Tata,Sumo Gold,Gold CX,2018,"51,000 km",Diesel,Manual,White,1st,AR,Comprehensive,"₹ 4,95,000"
"Hatigaon, Guwahati, Assam",Hyundai,i10,1.2 Kappa SPORTZ,2012,"53,000 km",Petrol,Manual,Silver,1st,AS,Comprehensive,"₹ 2,45,000"
"Cherekapar, Sibsagar, Assam",Maruti Suzuki,Wagon R,VXI,2013,"37,359 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,50,000"
"Gandhi Basti, Guwahati, Assam",Hyundai,Grand i10 Nios,Asta,2020,"9,500 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,00,000"
"Kuruah, Chandrapur Bagicha, Assam",Hyundai,EON,D Lite,2018,"130,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 35,000"
"Negheria Kaibartta, Dergaon, Assam",Maruti Suzuki,Alto K10,LXI,2011,"52,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 2,20,000"
"Bengenakhowa, Golaghat, Assam",Maruti Suzuki,Zen,VXI,1999,"86,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 80,000"
"Haibargaon, Nagaon, Assam",Other Brands,Others,Others,2015,"2,000 km",Electric,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,15,000"
