location,Company,Model,ModelType,Year,Kms,Fuel,Transmission,Color,No_of_owner,RTO,Insurance,Price
"Likiri Para, Lakhipur Goalpara District, Assam",Maruti Suzuki,Wagon R 1.0,1.0 VXi,2019,"46,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 4,90,000"
"Railway Colony, Tinsukia, Assam",Hyundai,i10,2007-2010 Era 1.1,2009,"91,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,80,000"
"Jalukbari, Guwahati, Assam",Maruti Suzuki,Swift Dzire,VXI,2016,"55,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,00,000"
"Maj Gaon, Tezpur, Assam",Mahindra,Scorpio,2009-2014 LX,2011,"75,000 km",Diesel,Manual,Black,1st,Tezpur,Not Available,"₹ 4,50,000"
"Railway Colony, Tinsukia, Assam",Maruti Suzuki,Wagon R,LXI,2007,"60,183 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,80,000"
"Naliapool Officers Colony, Dibrugarh, Assam",Tata,Others,Others,2015,"92,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,20,000"
"Bangaljhora, Bijni, Assam",Mahindra,Others,Others,2017,"78,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,20,000"
"Chandmari, Guwahati, Assam",Maruti Suzuki,Swift,Others,2021,0 km,Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,92,462"
"Zoo Tiniali, Guwahati, Assam",BMW,5 Series,525d Luxury Line,2011,"45,000 km",Diesel,Automatic,White,1st,Not Available,Comprehensive,"₹ 15,50,000"
"Borbari, Guwahati, Assam",Ford,Ecosport,1.5 Petrol Titanium Plus,2017,"41,325 km",Petrol,Manual,Brown,1st,AS,Comprehensive,"₹ 6,50,000"
"Illubari, Guwahati, Assam",Mahindra,Logan,Diesel 1.5 DLS,2008,"51,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 95,000"
"Borkula, Duliajan No 1, Assam",Chevrolet,Corvette,Others,2012,"30,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,60,000"
"Domar Dolong Gaon, Moranhat, Assam",Mahindra,Bolero Pik-Up,CBC 1.7T,2020,"21,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,00,000"
"Garchuk, Guwahati, Assam",Maruti Suzuki,Vitara Brezza,Not Available,2016,"91,104 km",Not Available,Manual,Not Available,Not Available,Not Available,Not Available,"₹ 6,45,000"
"Naohalia No 3, Duliajan, Assam",Honda,BR-V,i-VTEC V MT,2016,"35,992 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 10,00,000"
"Niz Doboka, Doboka, Assam",Maruti Suzuki,Alto 800,2012-2016 VXI,2015,"60,000 km",Petrol,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,00,000"
"Selengi, Golaghat, Assam",Maruti Suzuki,800,AC BSIII,2000,"75,022 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 75,000"
"Saikia Chuburi Dekar Gaon, Tezpur, Assam",Maruti Suzuki,Omni,8 Seater BSIV,2016,"90,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,30,000"
"Dhula Chuburi, Udalguri, Assam",Tata,Others,Others,2015,"55,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 70,000"
"Chalantapara Part 3, Chalantapara Pt IV, Assam",Hyundai,EON,Magna +,2015,"90,000 km",Petrol,Manual,Not Available,3rd,Not Available,Not Available,"₹ 2,25,000"
"Banamali Part 1, Karimganj, Assam",Force Motors,Force One,LX ABS 7 STR,2011,"98,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 1,90,000"
"Kala Bhanga, Barpeta Road, Assam",Hyundai,EON,1.0 Era Plus,2012,"68,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,45,000"
"No 2 Sarucharai Gharfalia, Jorhat, Assam",Chevrolet,Aveo,1.4,2007,"67,098 km",Petrol,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,70,000"
"Bahbari Gaon, Tinsukia, Assam",Mahindra,Scorpio,2002-2013 2.6 SLX CRDe,2004,"100,000 km",Diesel,Automatic,Not Available,2nd,Not Available,Not Available,"₹ 1,85,000"
"Lichubari, Jorhat, Assam",Tata,Sumo Grande,Grande LX,2009,"90,000 km",Diesel,Automatic,Not Available,1st,Not Available,Not Available,"₹ 1,90,000"
"Madhuban, Jorhat, Assam",Renault,KWID,1.0 RXT,2017,"25,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,75,000"
"Amolapatti, Dibrugarh, Assam",Mahindra,Supro,Others,2021,120 km,Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 1,70,000"
"Khowang, Moranhat, Assam",Renault,Duster,110PS Diesel RxL AMT,2014,"65,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 5,30,000"
